x_1;x_2;x_3;x_4;x_5;x_6;x_7;x_8;x_9;x_10;x_11;x_12;x_13;x_14;x_15;x_16;x_17;x_18;x_19;x_20;x_21;x_22;x_23;x_24;x_25;x_26;x_27;x_28;x_29;x_30;x_31;x_32;x_33;x_34;x_35
-0,001732868;-0,000773765;0,002659049;-0,003564663;-0,008863261;-0,006308662;-0,007504618;-0,002033837;-0,006957429;-0,01163731;0,000963299;-0,006332334;-0,01024684;-0,002081431;-0,006899025;-0,008685753;-0,000668787;-0,01127291;-0,009534059;-0,007423595;-0,01152486;-0,006863266;-0,007980773;0,001763953;-0,01258178;-0,01013146;-0,006531358;-0,008188212;-0,008639831;-0,000779161;-0,000741918;-0,003429577;-0,003231797;-0,01288846;-0,008486541
-0,01928345;-0,01191957;-0,003426928;0,001758952;-0,007094434;-0,005200315;-0,000434756;-0,01269816;-0,004256034;-0,006121164;0,000722492;-0,01042924;-0,006937837;-0,003799003;-0,005735297;-0,01020185;-0,008480905;-0,005065497;-0,004843825;-0,0110673;-0,006334296;-0,006252198;-0,001660797;-0,0100595;-0,00470737;-0,01415336;-0,000580349;-0,002790421;0,000188217;-0,004505459;-0,006225327;-0,00234211;0,003103126;-0,00817303;-0,00496988
-0,01385357;-0,00815942;-0,003479281;-0,002428181;-0,005275793;-0,00886365;-0,004926508;-0,009449376;-0,007374888;-0,008968847;-0,009147483;-0,01265373;-0,01030128;-0,001420734;-0,003369145;-0,004008779;-0,00729293;-0,002850515;-0,01202473;-0,004080664;-0,003762843;-0,009271089;-0,007057282;-0,000646059;-0,006463418;-0,007866685;-0,004161498;-0,009316426;0,001575895;-0,005244972;-0,008417601;-0,006074976;-0,003142606;-0,005043785;-0,01170044
-0,007779347;-0,005676834;-0,005316893;-0,006448369;0,001782376;-0,008834403;-0,006176393;-0,001500908;-0,005644727;-0,000754634;-0,00582426;-0,0122104;-0,008451747;-0,000967104;-0,008056413;-0,002791377;-0,005990148;-0,005356744;-0,0054082;-0,01050024;-0,01186524;-0,007822629;-0,000452833;-0,002501203;-0,008777555;-0,003854677;-0,003569072;-0,006203018;-0,003450325;-0,004780706;-0,01237994;-0,01131715;-0,002568358;-0,007242019;-0,006075379
0,005768564;-0,005175514;0,001565218;-0,007360542;-0,01027565;-0,007849826;-0,004469719;0,001900222;-0,0061328;-0,009714955;0,000490015;-0,006045891;-0,005447552;-0,007489923;-0,002709014;-0,006224766;-0,000789817;-0,009546531;-0,001829;-0,005715437;-0,007078245;-0,01019282;-0,006989902;-0,007300993;-0,006919159;-0,010739;-0,004837014;-0,002330278;-0,002937129;-0,007699549;-0,000411727;-0,004660463;-0,003760206;-0,008319249;-0,006021591
0,006808848;-0,01301518;-0,003930083;-0,004383523;-0,0124521;-0,007731199;-0,005795751;-0,005424757;-0,006853296;-0,005274413;-0,000372793;-0,004688643;-0,008093347;-0,006067248;-0,003498903;-0,006490022;-0,002763294;-0,005748325;-0,005061669;-0,006995233;-0,000547027;-0,003578963;-0,009355273;-0,004840681;-0,00864665;-0,007109081;-0,01123954;-0,004995266;-0,008320428;-0,003082655;-0,001493357;-0,008910907;-0,005100153;-0,001669465;-0,007375054
-0,001960817;-0,00578469;-0,006301515;-0,005406117;-0,004147325;-0,008594489;-0,007717187;-0,00519705;-0,007913245;-0,007048883;-0,002767444;-0,00635485;-0,006134287;-0,009635994;-0,005326206;-0,005373238;-0,002868673;-0,008280758;-0,00585253;0,001844935;-0,006374599;-0,007138943;-0,005086774;-0,009565014;-0,000888143;-0,007502219;-0,000404581;-0,005288565;-0,01218993;-0,007988036;-0,01568983;-0,008804057;-0,005580414;-0,005410194;-0,007911472
-0,03359324;-0,002578188;-0,01213862;-0,001609549;-0,01911015;-0,003929049;-0,004095305;-0,005301667;0,002667531;-0,00038629;-0,01232122;0,005386158;-0,007776536;-0,01061738;-0,006632009;-0,002341583;-0,005384596;-0,0116371;-0,01000831;-0,006600198;-0,000282319;-0,006368143;0,000185773;-0,003622469;-0,006810169;-0,002879633;-0,007579761;-0,007165344;-0,002916897;-0,007689627;-0,01788584;-0,002799306;-0,002150142;-0,00602393;-0,0111717
-0,02481939;-0,003273372;-0,009988856;-0,004696915;-0,003910158;-0,007328551;-0,00540667;-0,003668525;-0,006339423;-0,0100401;-0,009010334;-0,004495474;-0,005361894;-0,002806116;-0,008133449;-0,004662676;-0,005325381;-0,01096814;-0,007477267;-0,003265444;-0,00065732;-0,006328046;-0,007897032;-0,004190089;-0,006938994;-0,004135324;-0,009777555;-0,01119052;-0,001922958;-0,004675488;-0,01100824;-0,00876808;-0,006463835;-0,004195711;0,001874683
-0,007550066;-0,009851426;-0,01462416;0,004560009;-0,004993586;-0,002731971;-0,006604593;-0,005457366;-0,01266247;-0,009781295;-0,003724743;-0,004498821;-0,007724937;0,001915043;-0,006005252;-0,01462849;-0,01256125;-0,006090093;-0,0151752;-0,002883922;-0,007219255;-0,01050565;-0,001827836;-0,01011851;-0,01514175;-0,01131091;-0,009785796;-0,005790692;-0,001484012;0,002232729;-0,005591441;-0,01218508;-0,002885178;-0,006254833;-0,002064513
0,0104093;0,003131047;-0,01206128;-0,005802371;0,000250602;-0,004449854;-0,003783194;-0,002678817;-0,005949866;-0,004526569;-0,002599509;-0,006554155;-0,01039336;-0,004223756;-0,007014169;-0,004400667;-0,01055075;-0,0112637;-0,003731584;-0,003561139;-0,008385554;-0,009308901;-0,005500583;-0,01457446;-0,009572914;-0,01046555;-0,006951945;-0,008028017;-0,008629212;-0,005077768;0,01254058;-0,00369125;-0,00359107;-0,003827758;-0,01104
0,0101664;-0,009459902;-0,00722979;-0,007548304;-0,00171816;-0,001180248;-0,007315084;-0,007097322;-0,003570845;0,008636805;-0,001450224;-0,01688894;-0,007300107;-0,004232332;-0,01083058;-0,004344935;-0,007938446;-0,010085;-0,0095773;-0,01075666;-0,01128381;-0,00606429;0,001511423;-0,00600196;-0,006297899;-0,002016978;-0,01250337;-0,009133816;-0,003371952;-0,01100936;0,007723742;-0,001656163;-0,01083087;-0,004981555;-0,01299035
-0,009973781;-0,008243831;-0,008729378;-0,000992549;-0,01011776;-0,003741823;-0,00371862;-0,001453152;-0,002557678;-0,003029371;-0,008568808;-0,003845076;-0,007297045;-0,002449572;-0,004711052;-0,003060432;-0,003808334;-0,00601423;-0,01000756;-0,0138675;-0,01577102;-0,003336544;-0,005848564;-0,008828221;-0,009648465;-0,000506992;-0,009490672;-0,004184389;-0,001512799;-0,002051597;-0,01708159;-0,01044487;-0,00892958;-0,006197324;-0,006399397
-0,02202112;-0,009917732;-0,0107607;-0,000571402;0,000523754;-0,01200964;-0,01147665;-0,006885637;-0,006035248;-0,008266307;-0,003374618;0,000916404;-0,007115364;-0,00901829;0,001172384;-0,006715685;-0,00916278;-0,01141098;-0,004852936;-0,006369831;-0,009546146;-0,008417292;-0,00242956;-0,002197273;-0,002649784;-0,004620178;-0,005621593;-0,01014086;-0,01033935;-0,008614469;-0,02236961;0,001512912;-0,003081469;-0,01260321;-0,001608573
-0,01370964;-0,005135765;-0,005770895;-0,005397808;-0,003177383;-0,000757799;-0,005424427;-0,005069975;-0,005299045;-0,01443183;-0,007989317;-0,008439571;-0,002344236;-0,004278423;-0,005560404;-0,008076446;-0,002031734;-0,008891887;-0,00581477;-0,004550412;-0,005387707;-0,01026192;-0,005945103;0,002895107;5,30258E-05;-0,009277184;-0,009784631;-0,002997078;-0,01020963;-0,006223148;-0,01788045;-0,001071535;-0,005679073;-0,005987274;-0,004663715
0,003593039;-0,006355526;-0,005937003;-0,004181111;-0,008259477;-0,008008618;-0,000796942;-0,008014947;-0,001256343;-0,007749192;-0,002573774;-0,008771913;-0,008809365;-0,005552549;-0,007845948;-0,003083147;-0,0134094;-0,00093309;-0,003927315;-0,005164707;-0,007429944;-0,004936269;-0,003535105;-0,005295967;-0,007696515;-0,003338322;-0,003113268;-0,009402188;-0,007108076;-0,007976916;0,001346126;-0,001231307;-0,00702047;-0,002553629;-0,009545544
0,004857407;0,003228361;-0,01069388;-0,007794969;-0,007561656;-0,007895898;-0,006324954;-0,003855661;-0,004683477;-0,009971883;-0,002636159;-0,005730798;-0,0080534;-0,006149841;-0,005822975;-0,005939144;-0,001970923;-0,003279062;-0,009231033;-0,003489504;-0,002677705;-0,007352827;-0,004126279;-0,008366169;0,000449462;-0,00859393;-0,007156393;-0,00571439;-0,01132067;-0,007391956;0,01098087;-0,004852071;-0,005809901;0,001114044;-0,00768112
-0,000306407;-0,004392864;0,00206452;-0,006841499;-0,00640939;-0,005569249;-0,008337508;-0,00819158;-0,007165638;-0,009267248;-0,003305109;-0,000477793;-0,01025726;3,43528E-05;-0,005813215;-0,009024648;-0,009795792;-0,0143942;-0,01070343;-0,007205691;-0,01095815;-0,004916066;0,006243544;0,001145726;-0,001637526;-0,009742945;-0,007035995;-0,005202377;-0,009137414;-0,006366219;-0,000450903;-0,003150418;-0,009958157;-0,005299676;-0,0159164
-0,01919377;0,001440805;-0,005600158;-0,004380871;-0,01062634;-0,002688991;-0,005880775;-0,004330084;-0,004059481;-0,004956812;-0,002073403;-0,005482372;-0,008594088;-0,002588466;-0,006500848;-0,005159246;-0,01147374;-0,008215655;-0,001787541;-0,003870936;-0,002716566;-0,01297021;-0,004723532;-0,004362559;-0,006566877;-0,003812558;-0,008212706;-0,01161786;0,001362276;-0,008641178;-0,01283442;-0,007318161;-0,005028646;-0,01190816;-0,003278589
-0,01582764;-0,004192185;-0,0102969;-0,003700327;-0,004050607;-0,003359047;-0,00536312;-0,008344779;-0,006111661;-0,001444487;-0,01320382;-0,000841346;-0,006244337;-0,01617208;-0,000619432;-0,001662092;-0,001857329;-0,005455843;-0,004234478;-0,005255489;-0,004081659;-0,009721188;0,001638224;-0,004997816;-0,004308337;-0,007106859;0,001162887;-0,01426259;-0,004269972;-0,002730168;-0,01414991;-0,008267984;-0,01377777;-0,004169296;-0,006811192
0,006321229;-0,006917208;-0,00657439;-0,007335735;-0,008850202;-0,002712131;-0,004076414;-0,005716074;-0,01132386;-0,002745572;-0,002749908;-0,005119372;-0,003655476;-0,001071133;-0,00794941;-0,004272601;-0,004973825;-0,00221627;-0,008385364;-0,00452937;0,000248037;0,000412375;-0,002781899;-0,001946295;-0,00903606;-0,000545841;-0,000256775;-0,004145663;-0,002362601;-0,01694216;0,000958016;-0,004766287;-0,003464075;-0,008306608;-0,006810609
0,007123357;-0,004273295;-0,004867338;-0,002539631;-0,009959344;-0,00863889;-0,0105633;-0,001081217;-0,006431581;-0,004559638;-0,006319538;-0,005869115;-0,00355013;-0,005472984;-0,000312512;-0,00789273;-0,01032266;-0,005392971;-0,0095057;-0,0121277;-0,006995238;-0,003987072;-0,007047055;-0,004435858;-0,001437221;-0,009404728;-0,01149464;-0,006137748;-0,007627711;-0,006072856;0,001535821;-0,01318198;-0,004291054;-0,008134512;-0,007828755
0,004843315;-0,00686392;-0,003019908;-0,006153176;-0,006432012;-0,002539186;-0,006315855;-0,01351147;-0,007472964;-0,00510628;-0,003953248;-0,001678858;-0,007273417;0,001148826;-0,009882007;-0,002580458;-0,005300108;-0,008068183;-0,001137363;-0,007783035;-0,002272511;-0,006895328;-0,00703875;-0,006284058;-0,006869426;-0,004518839;-0,000118619;-0,003908324;-0,003871027;-0,006130856;-0,005565623;-0,005263021;-0,004942638;-0,002845837;-0,01155265
-0,01527849;-0,006705519;-0,001394039;-0,005024713;-0,006930072;-0,004226942;-0,002208127;-0,006172488;-0,008022454;-0,009222521;-0,005882198;-0,006552383;-0,003156189;-0,007196195;-0,004574718;-0,007187985;-0,01538586;-0,0039293;-0,001850089;-0,004305799;0,00173595;-0,01043891;-0,005314438;-0,007410631;-0,006321331;-0,004625546;-0,000861691;-0,01039134;0,000729222;-0,007945394;-0,01748099;-0,00355358;-0,01083485;-0,005307453;-0,007846226
-0,02300668;-0,006787091;-0,005070174;-0,004443994;-0,009148538;-0,005941441;-0,004664557;-0,003791166;-0,009628192;-0,005520206;-0,005693385;-0,001921721;-0,01489724;-0,009347253;-0,004824216;-0,007022301;-0,004535144;-0,009156059;-0,002031662;-0,006687446;-0,005089486;0,000208698;-0,007728666;-0,00665579;-5,35995E-05;-0,006225443;-0,005469548;-0,006114915;-0,003737383;-0,000121696;-0,01252804;0,002106756;-0,006568221;-0,001773015;-0,01032607
-0,01478541;-0,005962603;-0,008538608;-0,007302284;-0,004969174;0,002053507;-0,008246781;0,003599718;-0,006390771;-0,006178949;-0,002757929;-0,000337452;-0,006961357;-0,001561653;-0,01116733;-0,006934674;-0,008876565;0,00206984;0,000657005;-0,01030066;-0,007373711;-0,007402318;-0,005337423;-0,005993996;-0,004136406;-0,003925357;-0,009053705;-0,006470899;-0,006234404;-0,00839889;-0,004676489;0,000762552;-0,01005433;0,002049798;-0,000257548
0,007612498;-0,005275523;-0,004653467;-0,01027585;-0,005357482;-0,001548238;-0,01008637;-0,002907666;-0,007423205;0,001970905;-0,007600196;-0,00817457;-0,006316809;-0,003535422;-0,006994687;-0,01273279;-0,002797293;-0,007540271;-0,008531863;-0,009973105;-0,006210409;-0,006839334;-0,005730852;-0,002927376;-0,00886897;-0,001547229;-8,28151E-05;-0,007330336;0,001960907;-0,006794875;0,01097519;0,000542119;-0,006539086;-0,001716962;-0,006303784
0,009863799;-0,004696645;-0,009364728;-0,003315335;-0,004899643;-0,004531154;-0,003456345;-0,005209386;-0,002012534;0,001551637;-0,006538086;-0,007428145;0,00361117;-0,00704263;-0,006278753;-0,01253409;-0,001796179;-0,004955946;-0,00781299;-0,00788055;-0,007962072;-0,002582351;-0,001739301;-0,009982195;-0,01051133;-0,008077594;-0,003855138;-0,005572814;-0,001976135;-0,01088092;-0,002418436;-0,005590545;-0,007766074;-0,001966614;-0,002397308
-0,002656575;-0,001367375;-0,01168178;-0,01324148;-0,002694828;-0,004629005;-0,001288028;-0,004993329;0,00185091;-0,009590831;-0,003674485;-0,01020398;-0,006591311;-0,001706712;-0,005716393;0,00056462;0,003845528;-0,01089037;-0,009091072;0,002259525;-0,008545462;-0,003961777;-0,004225288;-0,005832694;-0,008030344;-0,00494382;-0,002920081;-0,009087618;-0,006742252;-0,003619542;-0,01419416;-0,002927707;-0,008803943;-0,003300273;-0,003417259
-0,02579151;-0,01790203;-0,007867288;-0,009410661;-0,009153721;-0,009926142;-0,004821965;-0,005635044;-0,01301712;-0,006930996;-0,004316969;0,002464602;0,000939241;-0,001310337;-0,009924505;-0,00712283;-0,007024575;-0,01127224;-0,004650516;-0,001485847;-0,00087687;-0,003412055;-0,006481228;-2,99275E-05;-0,003214583;-0,008427117;-0,004415554;-0,005461147;-0,005506372;-0,001375303;-0,02891742;-0,004275624;-0,002794631;-0,01003549;-0,01214739
-0,02139466;-0,009277588;-0,009478983;-0,00444855;-0,01159377;-0,003923623;-0,000754064;-0,005493606;-0,001656318;-0,000409011;-0,006670009;-0,007433051;0,005343948;-0,00968405;-0,005144371;-0,009915043;-0,01171266;-0,009802347;-0,007359179;-0,01116858;-0,007256923;-0,01129129;-0,005314251;-0,002983838;-0,009064771;-0,00478569;-0,00754925;-0,002928866;-0,005276983;-0,01203629;-0,01807589;0,003770677;-0,008293489;-0,005139099;-0,006224088
-0,000383701;-0,01487993;-0,01047826;-0,002190638;-0,007105599;-0,008124029;-0,003218586;-0,000265792;-0,006653452;-0,005288688;-0,003558032;-0,01247391;-0,007252792;-0,002960825;-0,001133041;-0,002599169;0,000182385;-0,000233481;-0,01061573;-0,005688768;-0,009337172;-0,003978597;-0,00536721;1,14925E-06;-0,009588046;-0,004822357;-0,008127458;-0,008325025;-0,006335484;-0,000863802;0,007303891;-0,003145205;-0,006856039;-0,007546772;-0,003342768
0,007936791;-0,0080959;-0,008521862;-0,005178731;-0,01186949;-0,008492859;-0,007860489;-0,001792541;-0,008918839;-0,001080694;-0,000743276;-0,01459606;-0,002500733;0,006121969;-0,004183032;-0,002820104;-0,004143497;-0,0058832;-0,008748977;-0,0063542;-0,006843615;-0,00529927;-0,000217821;-0,006548446;-0,006402375;-0,004216662;-0,006380986;-0,002475156;-0,01103852;0,00177273;0,0211397;-0,009672772;-0,007474045;-0,007355586;-0,005896639
0,000871303;0,005432917;-0,000885796;-0,004102372;-0,006265756;-0,00842404;-0,01087099;-0,004221201;-0,007005474;-0,007293073;-0,009075448;-0,005932685;-0,01075069;-0,008933976;-0,00712752;-0,007628625;-0,008231625;-0,007626707;-0,008006239;-0,005273148;-0,00670159;-0,00830744;-0,008982064;-0,00533271;-0,001701735;-0,00251277;-0,00796072;-0,00888597;-0,002121022;-0,01208718;0,0071902;-0,002328636;-0,01483528;-0,009430937;-0,004664473
-0,0174916;-0,00456852;-0,006789181;-0,007690853;-0,007977095;-0,007106477;-0,006864801;-0,003006473;-0,005745597;0,001591714;-0,000796663;-0,004004193;0,001012819;-0,002250176;-0,003563577;-0,003403477;-0,009418223;-0,001189385;-0,002530098;-0,002377672;-0,008335665;-0,005877595;-0,005257975;-0,001827411;-0,007249789;-0,001864016;-0,003040019;-0,007005356;-0,01142946;-0,00658004;-0,016565;0,002353864;-0,005941622;-0,00490123;-0,003698571
-0,01752519;-0,01136119;-0,001959022;-0,005331282;-0,004481426;-0,005257197;-0,000818452;0,000375156;0,002336388;-0,004636491;-0,003839953;-0,000649568;-0,00746531;-0,007660517;-0,003230669;0,000471482;-0,004619777;-0,003200348;-0,009116836;-0,001964064;-0,003939183;-0,004176168;-0,006893981;-0,008349067;-0,0130739;-0,005503364;-0,002009515;0,002312534;-0,007099433;-0,009833299;-0,02782265;-0,006682696;-0,006497111;-0,00075236;-0,006633814
-0,01164979;-0,00625196;-0,004485082;-0,00415118;-0,01158565;-0,006296244;0,001748115;-0,009126706;-0,008679192;-0,006099491;-0,007687226;-0,006054243;-0,007404737;-0,008032663;-0,001626454;-0,005359411;-0,008750347;-0,008020796;-0,006465923;-0,005017158;-0,0065897;-0,00886658;-0,005447411;-0,001192465;-0,00824826;-0,01007128;-0,005036972;-0,0015119;-0,008703908;-0,00923457;-0,01146238;-0,00190804;-0,000688704;-0,009041961;-0,002112532
0,005450879;-0,01252187;-0,004989006;-0,01162404;0,000888385;-0,00620077;-0,000245939;-0,009097235;-0,006476814;-0,00953168;0,003571083;-0,007634673;-0,003119083;-0,004459649;-0,007745758;-0,00789289;-0,01506332;-0,002803688;-0,004222974;-0,006819211;-0,007742401;-0,005687224;-0,01212216;-0,002945967;-0,005295066;-0,005273638;-0,000281714;-0,004466422;-0,007979449;-0,004513461;0,006098664;-0,008153172;-0,005899154;-0,008272512;-0,006949296
0,003774647;-0,006969398;-0,00681996;0,003579444;-0,0057829;-0,009064196;-0,009785129;-0,01282683;-0,00367834;-0,005220132;-0,007265274;0,000523785;-0,007368268;-0,00387533;0,003574864;-0,005712362;-0,004181897;-0,004448114;-0,009506624;-0,008090414;-0,006365957;-0,003879754;-0,008873329;-0,001048682;-0,007799095;-0,004735159;-0,004642008;0,000189539;0,000400617;-0,003525427;0,009990013;-0,001757523;-0,006929316;-0,00574097;-0,007564157
-0,008090453;-0,009145389;-0,003323007;-0,007238285;-0,001043314;-0,006331022;-0,01309247;-0,005124632;-0,004860543;-0,01000441;-0,009166816;-0,007261958;-0,01091279;-0,01151863;-0,007752407;-0,007357091;-0,003767014;-0,01439048;-0,009233674;-0,007751664;-0,002346851;-0,004378196;-0,007573158;0,001230657;-0,008050439;-8,7494E-05;-0,01055874;-0,008959511;-0,008632177;-0,01107664;-0,003458099;-0,003596602;-0,009034071;-0,00401493;-0,006527165
-0,01921077;-0,00489099;-0,006113574;-0,01141784;0,001179663;-0,006949651;-0,006889988;-0,006682634;-0,002907053;-0,002247868;-0,01346497;-0,006585844;-0,00417176;-0,000771325;-0,00546246;-0,008337734;-0,004338497;0,002298649;-0,01664438;-0,01083169;-0,002531288;-0,007505415;-0,00641262;-0,003826316;-0,00323119;-0,004820202;-0,003979083;-0,006916391;-0,0105742;-0,004042972;-0,02508247;0,003349905;-0,006037617;-0,003577227;-0,004887683
-0,004355823;-0,004403999;-0,002181996;0,002161413;-0,003112436;-0,01463663;0,000689803;-0,008357629;-0,007737363;-0,006405776;-0,005477406;0,000485826;-0,01211799;-0,008750711;-0,006614901;-0,01057283;-0,01086447;-0,005578149;-0,009848032;-0,006380389;-0,007227376;-0,003872639;-0,008602696;0,002425384;-0,00186571;-0,005448274;-0,006865615;-0,000294808;-0,008303059;-0,001437684;-0,01879407;0,001867244;-0,005442096;-0,006097514;-0,005878402
0,01332526;-0,000861637;-0,002932947;-0,006737551;-0,005097859;-0,006285816;-0,004324846;-0,003195727;-0,005696015;-0,01044862;-0,007239668;-0,003544468;0,000774721;-0,004650977;-0,007252723;-0,004473438;-0,004858907;-0,003271764;-0,001627514;-0,000299567;-0,007806044;-0,002808692;-0,001364695;-0,002622355;-0,004124932;0,00076315;-0,008799051;-0,003582453;-0,002401145;-0,01070163;-0,009981258;-0,007832391;-0,00478361;-0,006196694;-0,002230212
-0,000648536;-0,01096995;-0,001341175;-0,001335233;-0,006401306;-0,01400599;-0,000847327;-0,009526901;-0,001528697;-0,004907962;-0,008479102;-0,003432605;-0,002001808;-0,001218269;-0,009562364;-4,48227E-05;-0,000130508;-0,005476844;-0,007600442;-0,007490853;-0,008273065;-0,001434019;-0,007919796;0,004854821;-0,008258199;-0,008250061;-0,007426549;-0,002522079;0,001026645;-0,009974837;-0,000653736;-0,008179683;-0,01014453;-0,01083964;-0,008894021
-0,00886606;-0,002574423;-0,003195576;-0,008519314;-0,006927693;-0,007073468;-0,004506711;-0,002295837;-0,005174974;-0,008880679;-0,000202648;0,004837282;-0,00150447;-0,001848217;-0,003718549;0,003115222;0,00071061;-0,000294229;-0,007053006;-0,007266875;-0,009428484;0,000847071;-0,00722249;-0,008307263;-0,003605828;-0,007676441;-0,00792826;-0,007804332;-0,004349252;-0,01128849;-0,00617478;-0,003441963;-0,002293222;-0,007737532;-0,005378023
-0,01682692;-0,001520723;-0,004425611;0,004322486;-0,006349007;-0,002470458;-0,01453569;0,001531136;-0,01095687;-0,00470739;-0,003261622;0,002584448;0,000858907;-0,006628472;-0,003796136;-0,000647578;-0,009692552;0,00059906;-0,008329352;-0,004877303;0,001355106;-0,006451936;-0,001885708;-0,01110362;-0,003654858;-0,00468475;-0,003222482;-0,003679452;-0,000850098;-0,008457612;-0,01020718;-0,01633751;-0,004565084;-0,009300785;-0,003009444
-0,02423115;-0,001666106;-0,006354943;0,004517389;-0,008100692;-0,006088493;-0,005613456;-0,009831484;-0,003732104;-0,002350528;-0,006223563;-0,005483775;-0,002260944;-0,01010839;-0,01527348;-0,006258678;-0,007011484;-0,002590729;-0,000345349;-0,009556046;-0,004186962;-0,006989881;-0,003783006;-0,003921598;-0,000931548;-0,005460495;-0,004581633;-0,003661599;5,46053E-05;-0,01077259;-0,00875516;-0,005442234;-0,008669352;-0,004128069;-0,009480188
0,001920669;-0,006118951;-0,01517479;-0,00647375;-0,005362681;-0,01068096;0,000639662;-0,003766945;-0,005367931;-0,003610369;-0,003296768;-0,006341882;-0,005350567;-0,002299751;-0,008373672;-0,009394325;0,00178645;-0,01258405;0,001718173;-0,01000082;-0,009551203;-0,005209327;-0,006078886;-0,001488455;-0,0110607;-0,008839084;-0,001892822;0,000954533;-0,0033236;-0,007722775;-0,002877587;-0,01429662;-0,00216656;-0,0121484;-0,007530695
0,009086468;0,000326738;-0,004202578;-0,004105445;-0,01546004;-0,003272729;-0,008326868;-0,01020364;-0,003480781;-0,01141017;-0,007960301;-0,005654979;-0,003707364;-0,005472186;-0,001711933;-0,008271486;-0,01257275;-0,008865055;-0,001476262;-0,005787952;-0,007288226;-0,008156473;-0,004359564;-0,004390365;-0,003362579;-0,000472864;-0,007086463;-0,002212983;-0,006143399;-0,001813445;0,004560819;-0,005180582;-0,007700397;-0,005719641;-0,003877455
0,004900435;-0,005162757;-0,01046749;-0,007555239;-0,006291118;-0,002694225;-0,008641583;-0,007739473;-0,001114133;-0,001312638;-0,002053162;-0,005617291;-0,01123513;-0,009522654;-0,01240843;-0,003031968;-0,01110154;0,001794063;-0,01123593;-0,01069033;-0,010495;-0,003972974;-0,0126426;-0,006178154;-0,003548017;-0,003149781;-0,00361551;-0,003081724;-0,006689142;-0,006758105;-0,000132855;-0,008123957;-0,01172941;-0,00404992;-0,005752191
-0,005512337;-0,008277776;-0,004659124;-0,01034598;-0,002188908;-0,005043896;-0,00884534;-0,01055687;-0,004258295;-0,002551783;-0,001917223;-0,007504413;-0,009245964;-0,005880198;-0,004418956;-0,005354229;-0,006763315;-0,004249565;-0,008583492;-0,003423544;-0,00468591;-0,007018069;-0,01004471;-0,008372048;-0,00771278;-0,005244167;-0,01008873;-0,01202219;-0,007096981;-0,004523436;-0,008429738;-0,01438203;-0,008440245;-0,006616315;-0,005098725
-0,03002894;-0,005825486;-0,005926242;-0,005382316;-0,008757107;-0,004460311;-0,006869694;-0,000914522;0,00225863;0,003245756;-0,000249105;-0,003289668;-0,005625753;0,000469754;-0,001575425;-0,001787558;-0,001379687;-0,004956393;-0,008467399;-0,005986718;-0,005104244;-0,002864964;-0,009171717;-0,001279684;-0,005390918;-0,007188503;-0,009415785;-0,006560044;-0,009361029;-0,006246386;-0,01416088;-0,001846615;-0,004715079;-0,004003786;-0,003915647
-0,01427893;-0,007939806;-0,003601186;-0,0164672;-0,003434215;-0,005735753;-0,005115781;-0,009909129;-0,007693703;-0,004621683;-0,009864211;-0,01097786;-0,006163146;-0,008690953;-0,007679682;-2,11708E-05;-0,006986106;-0,006060328;-0,004837113;-0,005577262;-0,007344995;-0,009844109;-0,01187053;-0,004340891;-0,008466387;-0,006660888;-0,001450444;-0,000967408;-0,002204278;-0,003962902;-0,0154449;0,000276672;-0,00410343;-0,006657708;-0,001562031
0,005133705;0,001575303;-0,006034912;-0,001944887;-0,003616098;0,001147438;-0,01022259;0,001951307;-0,002122845;-0,01204749;-0,008689037;0,002064662;0,003849253;-0,002062144;-0,007434964;-0,00556297;-0,008430725;-0,01174378;-0,002546396;-0,006992353;-0,002699852;-0,008420816;-0,004630828;-0,008365272;-0,008307522;-0,007660307;-0,001095254;-0,006382346;-0,00986577;-0,01233109;-0,001792725;-0,002956523;-0,007703763;-0,006755173;0,001633786
0,003861477;-0,005047088;-0,003720051;-0,009985356;-0,01127527;-0,0028011;-0,005585629;-0,004227454;-0,000975855;-0,004935561;-0,005880104;-0,004736861;-0,01000204;-0,01211908;-0,008479236;-0,001048405;-0,003625905;-0,01527237;-0,004503638;-0,005243137;-0,008120326;-0,00496194;-0,001165688;-0,00540838;-0,005927119;-0,002970072;-0,00363728;-0,003140527;-0,001903965;-0,009811221;0,0124169;-0,005469648;-0,001679432;-0,005034626;-0,007385941
-0,007833596;-0,007443352;-0,008328639;-0,001264483;-0,003996333;0,002307426;-0,00577187;-0,008458462;-0,00455947;-0,006210394;-0,003138579;-0,006416658;0,00176059;-0,000612252;-0,004224372;-0,000146423;-0,01575221;-0,008005815;-0,002403399;-0,008278064;-0,008069215;-0,000433311;0,001602655;-0,006006135;-0,008927228;-0,005388355;-0,003738012;-0,01180822;-0,007215742;-0,003268886;-0,003610983;-0,006686386;-0,002967386;-0,009152638;-0,008937564
-0,01745796;0,000216318;-0,003552716;-0,000156686;-0,006397;-0,001218703;-0,0016426;-0,005384071;0,00200212;-0,000984666;-0,004848473;-0,008054275;-0,008629151;-0,004460359;-0,01082732;-0,009756854;-0,008769099;-0,008396339;-0,00782576;-0,004863886;-0,004343472;-0,005405873;-0,00728821;-0,004256677;-0,004774855;-0,009990538;-0,006249737;-0,01043885;-0,01065978;-0,001947859;-0,01416915;-0,004875664;-0,008212663;-0,004900375;-0,005801676
