x_1;x_2;x_3;x_4;x_5;x_6;x_7;x_8;x_9;x_10;x_11;x_12;x_13;x_14;x_15;x_16;x_17;x_18;x_19;x_20;x_21;x_22;x_23;x_24;x_25;x_26;x_27;x_28;x_29;x_30;x_31;x_32;x_33;x_34;x_35
-0,01555699;-0,004360696;-0,008638781;-0,003452485;-0,006638795;-0,006303737;9,82396E-05;-0,001867065;-0,00565829;-0,009069756;-0,006433547;-0,003033902;-0,002729876;-0,004008893;0,001651205;-0,003884077;-0,01273307;-0,002137919;-0,01301364;-0,01105242;-0,003318798;-0,002400741;-0,009045213;-0,0112196;-0,006194079;-0,008220494;-0,006722502;-0,004316088;-0,008507463;-0,009582367;-0,003252529;-0,007134955;-0,000238299;-0,01060424;0,000440221
-0,01237274;-0,003314836;-0,009735955;-0,002285395;-0,001158535;-0,001552764;-0,003714805;-0,007369233;-0,007848531;0,000171769;-0,008703873;-0,003070684;-0,009870391;-0,007650711;0,001992546;-0,004083527;-0,009024829;-0,004468832;-0,001028065;-0,003646304;-0,01386418;-0,00202761;-0,000478959;0,000430128;-0,001638675;-0,005319571;-0,002442164;-0,007613926;-0,008581812;-0,007803561;-0,007795484;-0,005427582;-0,002827033;-0,006367536;-0,002173353
-0,009269116;-0,006745623;-0,009464284;-0,002375724;-0,003699964;-0,00172639;-0,006543832;-0,002100138;-0,007790791;-0,009843701;-0,004030975;-0,007656666;-0,01233185;0,000790923;-0,008909013;0,001668377;-0,008729124;-0,003948674;-0,01192614;-0,0126738;-0,00791644;-0,00579709;-0,005995143;-0,001139795;-0,006464634;-0,00167466;-0,005931007;-0,005999697;-0,001289016;-0,006019033;-0,000575701;-0,005355986;-0,004031752;-0,00237494;-0,006026752
-0,004643947;-0,01098931;-0,003479114;-0,00020361;-0,006856102;-0,004794583;-0,002955437;-0,01037485;-0,008603122;-0,008509953;-0,01123494;-0,004071804;-0,006010746;-0,004098376;-0,000481451;-0,008582136;-0,00449382;-0,003533889;-0,001209784;-0,004141584;-0,006783023;-0,007046148;-0,003747828;-0,01192563;-0,009190122;-0,005959909;-0,008889722;-0,008843156;-0,002008906;-0,01382667;-0,01013137;-0,007613068;-0,006661177;-0,007804031;-0,01314527
-0,001901032;-0,005549649;-0,007015865;-0,00410377;-0,01330704;-0,007571714;-0,005188011;-0,003804386;-0,00102357;-0,008871038;-0,00564217;-0,00244817;-0,004010173;-0,00580577;-0,007728538;-0,01020022;-0,005748849;-0,006580278;-0,0119549;-0,007353319;-0,001484349;-0,01226907;-0,004387403;-0,01395236;-0,005377864;-0,000102406;-0,004201204;-0,009195179;-0,006239144;-0,006427424;-0,008720048;-0,01406443;-0,006594796;-0,003124518;-0,01264918
0,002161575;-0,005036755;-0,005851364;-0,001041571;-0,007141529;-0,00574145;-0,001793157;0,002281608;-0,007097183;-0,000554668;0,00186754;-0,005900508;-0,007614108;-0,005294466;-0,003305227;-0,01284678;-0,001533175;-0,01590933;-0,008735694;-0,003735591;-0,007385653;-0,005588256;-0,009051068;-0,01015708;-0,00740286;-0,002765967;-0,003635651;-0,01114412;-0,005049752;-0,002788243;-0,01256634;-0,006107982;-0,000847425;-0,002150856;-0,002558273
-0,001684668;-0,008605961;-0,006550642;-0,008282142;-0,00352631;-0,002968718;-0,001399094;-0,002424097;-0,009984093;-0,007227786;-0,004159918;-0,002936335;-0,004230816;-0,004754148;-0,008148011;-0,009035211;-0,003827335;-0,008009672;-0,000503328;-0,004349243;-0,000248896;-0,003353593;-0,007283868;-0,000656458;-0,009948157;-0,002271412;-0,006929356;-0,0167185;-0,005113732;-0,00604206;-0,003072618;-0,004369594;-0,004829204;-0,005223487;0,002093457
-0,01129805;0,004905252;-0,009521993;-0,001700902;-0,01176507;-0,009664638;-0,00332446;-0,001877507;-0,00861012;-0,003174037;-0,006071262;-0,008217553;-0,003172273;0,001055709;-0,005922249;-0,005989967;0,001125595;-0,01202494;-0,007669549;-0,007811865;-0,004480235;-0,000174811;-0,004226159;-0,005057752;-0,000642872;-0,0065275;-0,009729636;-0,01389599;-0,008723848;-0,004279139;-0,0108676;-0,006045386;-0,006737851;-0,0083066;-0,008400877
-0,009222934;-0,01653717;-0,002726713;0,002075481;-0,002040496;-0,007678857;-0,002458048;0,005030901;0,000299888;-0,005449863;0,000506016;-0,0111213;-0,008417197;-0,00628835;-0,007031351;-0,01002775;-0,000639354;-0,004932657;-0,003673828;-0,004724717;-0,007392144;-0,009539889;-0,007602973;-0,005497951;-0,00483151;-0,007511737;-0,002073959;-0,004973901;-0,000313724;0,001482274;-0,01476924;-0,01267145;0,002036164;-0,01336837;-0,01361351
-0,003868978;-0,007964389;-0,01417411;-0,006369444;-0,005701495;-0,00200519;-0,01195963;-0,004414725;-0,003400773;0,000168378;-0,006302414;-0,01082526;-0,009413719;-0,007499876;-0,00698505;-0,01227321;-0,004398903;-0,01135661;-0,00836733;-0,003627438;-0,005552961;0,00146967;-0,002788125;-0,01614682;-0,008953704;0,00015365;-0,007239103;-0,000282988;-0,006295789;-0,007541757;4,70048E-05;-0,004447568;-0,000101883;-0,01434028;-0,01438306
0,003130104;-0,003097551;-0,01019204;-0,000928106;-0,0111143;-0,00274233;-0,003036378;-0,001574326;-0,005836658;-0,005861557;-0,004567271;-0,00637487;-0,006346906;-0,005051319;-0,006335242;-0,008008741;-0,01284581;-0,003918294;-0,001673043;-0,001442954;-0,01124118;-0,002444301;0,001996273;-0,003995651;-0,006032819;-0,008708067;-0,00133045;-0,00873832;-0,004515654;-0,00851934;-0,005003242;-0,002399184;-0,001474988;-0,0042831;-0,002916425
0,004494649;0,000115458;-0,009568642;-0,01272487;-0,004279725;-0,01278578;-0,00380151;-0,000633664;-0,006897423;-0,003757114;-0,007067369;-0,01013874;-0,001560453;-0,004733046;-0,01002272;0,005021517;-0,000349429;-0,001250612;0,000172834;-0,009856651;0,000761088;-0,006225564;-0,00117901;-0,003663242;-0,001823274;-0,004843935;-0,001978243;-0,01227816;-0,004643412;-0,006139169;-0,004434893;-0,006576313;-0,007046169;-0,01392048;0,006326832
-0,001307277;-0,008338274;-0,004092852;-0,003645187;-0,007573064;-0,00082483;-0,004605986;-0,004895872;-0,001531545;-0,01096674;-0,00470107;-0,006506696;-0,003402665;-0,007322613;-0,006490899;-0,001883758;0,001784764;-0,003650647;-0,004894799;-0,005650515;-0,006795035;-0,008559678;-0,003698708;0,000851156;0,001636436;-0,005573995;-0,003319016;-0,006070934;-0,004503606;-0,003347747;-0,006417759;-0,01289405;0,000623429;-0,01093825;0,003332589
-0,008328855;-0,002349779;-0,005983192;-0,006566808;-0,001767126;-0,007443963;-0,00748264;-0,001468925;-0,004753124;-0,006692756;0,003554953;-0,001792487;-0,004105601;-0,000280008;-0,006278664;-0,001602303;-0,007264806;-0,01012318;-0,007174831;-0,00750084;-0,005117424;-0,0108593;-0,003128016;-0,007621035;-0,005566183;-0,003369384;-0,009981591;-0,004889151;-0,002689311;-0,01056501;-0,006440414;-0,009693664;-0,003030336;-0,003920976;-0,01153814
-0,01457625;0,002211145;-0,008322395;-0,001682863;-0,009334816;-0,009732511;-0,001814926;-0,01067621;-0,001367962;-0,005610511;-0,0108305;-0,004330998;-0,001815159;-0,008005643;-0,00348592;-0,001228328;-0,007827105;-0,009384302;-0,01828047;-0,003334584;-0,000690285;-0,003646601;-0,001425929;-0,0115667;-0,005104933;-0,01223448;-0,001575161;-0,003705528;-0,01103688;0,000573291;-0,000383678;-0,004788376;-0,004124533;-0,01337348;-0,0204069
-0,00953307;-0,007493936;-0,01455412;-0,001894133;-0,006598441;-0,002456591;-0,006022977;-0,00872332;-0,01173574;-0,008596523;-0,008994339;0,001020858;-0,003089357;-0,000844672;-0,008339856;-0,009507596;-0,005327469;-0,001705119;-0,005361196;-0,004701585;-0,004319189;-0,007925283;-0,004540384;-0,008362217;-0,003991516;-0,002732918;-0,00122497;-0,004408764;-0,001960823;-0,008407213;-0,009092508;-0,004899075;-0,00313027;-0,00626391;-0,01267692
-0,00718157;-0,008073727;-0,01071479;-0,002677005;-0,01096206;0,002548885;-0,006102713;-0,005834686;-0,008829589;-0,006424855;-0,0018813;0,001976036;-0,01160098;-0,007063325;-0,005350452;-0,003520712;-0,01246203;-0,01406194;0,000311414;-0,005404759;-0,001942286;-0,01201335;-0,001798445;-0,007660596;-0,004136814;-0,0103031;-0,006580953;-0,004766299;-0,01151422;-0,00544386;-0,007934125;-0,00494785;-0,004357466;-0,006602256;-7,06688E-06
-0,006166562;0,002371599;0,003526362;-0,005607439;-0,007943638;0,005003516;-0,000469646;-0,005331062;-0,007792558;-0,005893646;-0,01373807;-0,009495357;-0,00727802;-0,007034654;-0,007099373;-0,004722349;-0,008847136;-0,004228671;-0,003515735;-0,004226623;0,000417631;-0,008300373;-0,01417749;-0,003410869;-0,002568508;-0,01017351;-0,007578136;-0,001910105;-0,01199415;-0,006654009;-0,00429861;-0,000957327;-0,008346248;-0,003448816;0,001355333
-0,003836064;-0,007721795;0,001349509;-0,01142914;-0,007859539;-0,009393828;-0,006968318;-0,008299517;-0,008411512;-0,007690204;-0,005678758;-0,000523539;-0,01174256;-0,008600978;-0,002451759;-0,01881533;-0,01460486;0,002119423;-0,01285079;-0,009822828;-0,005651755;-0,008803055;-0,004546171;-0,007096574;-0,001495816;-0,007658524;-0,008012256;-0,00395905;-0,004198132;-0,002127679;-0,00581591;-0,002820682;-0,008083137;-0,008874498;0,002087007
-0,01432058;-0,007402413;-0,004828269;-0,002868183;-0,01255757;-0,009662407;-0,003306491;-0,005340284;-0,004417354;-0,00475782;-0,01063412;-0,001321478;-0,01113186;-0,0113178;-0,001373638;-0,002073431;-0,004686072;-0,000948267;-0,003778165;-0,005457023;-0,001312723;-0,001807434;-0,008781111;-0,007103387;-0,001765128;-0,004543053;0,000215888;-0,0060793;-0,002501294;-0,009188943;-0,005493196;-0,01167306;-0,008140482;-0,01047387;-0,001476692
-0,01453299;-0,009036256;-0,00947888;-0,006516183;-0,004231639;-0,005320451;-0,007949917;-0,00827942;-0,003804987;-0,007631693;-0,002262861;-0,001544671;-0,006265225;0,003067032;3,62645E-05;-0,006259589;-0,003596256;-0,004162829;-0,01037293;-0,003113778;-0,005624918;-0,002626723;-0,007849289;-0,01404646;-0,01186083;-0,008727366;-0,003978437;-0,007967604;-0,00488653;-0,005615048;-0,01017692;0,003551628;-0,003114538;-0,005708538;-0,009344704
-0,007727116;-0,000750136;-0,002545929;-0,003219178;-0,004921596;-0,008064379;-0,004391743;-0,007966;-0,004843943;-0,004744677;-0,01125639;-0,008014247;-0,004597124;-0,002609862;-0,002141491;-0,008296991;-0,00676816;-0,006450122;-0,006683674;-0,006719118;-0,004998481;-0,0114192;0,001545215;-0,01144723;-0,001920839;-0,006168058;-0,004135406;-0,006902575;-0,005999556;-0,005185213;-0,01242981;-0,003841316;-0,00830766;0,004367084;-0,008612668
-0,00360788;-0,007520989;-0,01145046;-0,01178983;-0,006599752;-0,007909868;-0,006717751;-0,01100254;0,001637096;-0,01110235;-0,01048234;-0,003872147;-0,008250125;0,001440734;-0,006485204;-0,01075706;-0,002464572;-0,008194281;-0,003744097;-0,000742286;-0,003136741;-0,007695135;-0,003995888;-0,009444756;-0,005496224;-0,0054917;-0,007103255;-0,01173554;-0,001151588;-0,01025367;-0,01201783;-0,003311956;-0,005291736;-0,006912246;-0,005437056
-0,01267592;-0,01689873;-0,007509623;-0,007453654;-0,005950416;-0,006688832;-0,00547005;-0,003804494;-0,002071088;-0,004565375;-0,002784571;-0,000884326;-0,01276266;-0,003954671;-0,008966828;-0,007151842;-0,005133428;-0,008572396;-0,000916649;-0,003791988;-0,003974751;-0,007334687;9,6634E-05;-0,004620969;-0,008822359;0,000272779;-0,008143628;-0,008518133;-0,009422343;-0,01035542;-0,009353092;-0,003396537;-0,01466788;-0,002295436;-0,000746269
-0,01147565;-0,008420778;-0,000227585;-0,007428216;-0,005425125;-0,001038939;-0,000773262;-0,005645519;-0,008698443;-0,007241032;-0,007624371;-0,00945242;0,003827937;-0,004645908;-0,008413758;-0,008420605;-0,004043009;-0,01311848;-0,008682543;-0,00919264;0,001349784;-0,007977483;-0,004746189;0,005796674;-0,006551538;-0,01162739;-0,01186515;-0,01131562;-0,006819138;-0,002786139;-0,004575266;-0,0111113;-0,01360542;-0,008307211;-0,00672769
0,001368946;-0,01302202;-0,004666489;-0,01023006;-0,00800062;-0,009509437;-0,002042972;-0,006291177;-0,002192438;0,003122665;-0,006404947;-0,007841609;-0,004609926;-0,00410104;-0,004686395;-0,004253436;0,000743369;-0,002303282;-0,009132673;-0,005223183;-0,007748954;-0,006450973;-0,006946569;-0,006332129;-0,000607558;-0,003837211;-0,001600016;-0,000358939;-0,001494426;-0,01105375;-0,009310955;-0,005499908;-0,006990308;-0,007664623;-0,003889434
-0,01297425;-0,006253574;-0,008226665;-0,002257153;-0,0113115;-0,005957557;-0,01155748;-0,00206825;-0,003542824;-0,006531697;-0,000485979;-0,005993913;-0,004108282;-0,004149349;-0,003667451;-0,002613591;-0,006482532;-0,008734424;-0,01206194;-0,002324726;-0,004652467;-0,005735587;-0,007529298;-0,01036014;0,004442055;-0,001640329;-0,007597547;-0,000506535;-0,001725672;-0,003921423;-0,000949979;-0,003448334;0,000708928;-0,01673624;-0,01099386
-0,001646023;-0,003211109;-0,009483184;-0,003006211;-0,002311831;-0,0112216;-0,00795985;-0,006892199;-0,005449269;-0,01178757;-0,008134652;-0,008873945;-0,003509739;-0,005989952;-0,001993984;-0,001498848;-0,008164195;-0,006443406;-0,008181367;-0,009964587;-0,003374489;-0,006903;-0,005122971;-0,004119231;-0,008223834;-0,01006916;-0,005717777;0,000371179;-0,004158241;-0,006381867;-0,01267143;-0,01420838;-0,000750709;-0,01260587;-0,001532236
-0,008344147;-0,01084277;-0,01264613;-0,005363315;-0,006841138;-0,006370235;-0,007523847;-0,008127753;-0,005333044;-0,01273465;-0,000240522;-0,01109017;-0,003599638;-0,01007364;-0,005166445;-0,009197647;-0,005031081;-0,005894408;-0,003400473;-0,006433599;-0,01562258;0,000101831;-0,002981331;-0,01262497;-0,005283479;-0,00698109;-0,008665025;-0,009539424;-0,01055901;-0,008814916;-0,009060003;-0,006900359;-0,001027293;-0,007328729;0,001321224
-0,0077703;-0,006097389;-0,009525755;-0,004186584;-0,005394755;-0,006743148;-0,006416706;-0,009581612;-0,006975755;-0,006112035;-0,002847129;-0,003198389;-0,01183673;-0,005241972;-0,003947882;-0,001509594;-0,006177312;-0,008504843;-0,006961271;0,000617545;-0,006871442;-0,007118832;-0,002520774;-0,006022025;-0,005783306;-0,002458514;-0,01080294;-0,01136328;-0,001568509;-0,01243748;-0,01229544;-0,007464558;-0,01456944;-0,009928986;-0,009461885
-0,01189328;-0,009103199;-0,005778037;0,001026785;-0,004704524;-0,003689213;-0,006190327;-0,009538013;-0,003372476;-0,004435627;-0,009840852;-0,009833768;-0,005731439;-0,00272087;-0,008101869;0,004039019;-0,009015812;-0,003147714;-0,005183494;-0,00273056;-0,008725733;-0,005363189;-0,01197801;-0,007202268;-0,002830004;-0,01061414;-0,005823725;-0,009309229;-0,006334062;-0,006512525;-0,001587499;-0,008561399;-0,001967123;-0,01271087;-0,01671086
-0,01336517;-0,007218134;0,00183464;-0,008023076;-0,007733809;-0,007230064;-0,009684997;-0,008123808;-0,002532768;-0,008475607;6,7791E-05;-0,005486844;-0,003843416;-0,001649192;-0,002634482;-0,005498825;0,002882667;-0,006258452;-0,001846762;-0,003279956;-0,00499961;-0,007444033;-0,000738576;-0,009552838;-0,0140483;-0,01464702;-0,000546352;-0,01030092;-0,00035809;-0,007658372;-0,006544141;-0,00547976;-0,003914984;-0,005469153;-0,006292965
-0,000821829;0,000375761;0,00041305;-0,004970102;-0,00478626;-0,01140881;-0,002949914;-0,01104674;-0,002744493;-0,01180073;-0,003152084;-0,004382122;-0,0108851;-0,004355989;-0,003170548;-0,006981039;-0,006332809;-0,007670102;-0,007303149;-0,01043538;-0,007880656;-0,01027632;-0,008894982;-0,01061578;-0,008434245;-0,008853641;0,000961619;0,001565387;-0,005722262;-0,007064657;-0,005267514;-0,000153074;-0,003513224;-0,005497301;0,000833985
0,002039373;-0,005753055;-0,006857328;-0,007080805;-0,000225741;-0,00361101;-0,01062488;-0,003250513;-0,004045363;-0,005692327;-0,00816648;-0,004399627;-0,002080522;-0,004850438;-0,006888641;-0,005129822;-0,0069011;-0,00014008;-0,006040389;0,000295274;-0,00307356;-0,007756028;-0,000103684;-0,003350429;-0,004827101;-0,004606748;-0,000434173;-0,008100441;-0,002229018;5,55459E-05;-0,004379456;0,001950849;0,004163;-0,000785396;-0,002357742
