uaX; uaY; uaZ; gX; gY; gZ
4,311603; 2,245321; 7,128375; -39,97334; 61,91519; -40,81454
4,641144; 2,430063; 6,920732; -34,67052; 57,35057; -39,76161
4,865274; 2,613223; 6,873589; -35,03676; 54,07541; -39,7082
5,170712; 2,772304; 6,511918; -40,04201; 50,02962; -40,25183
5,481155; 2,876976; 5,687212; -42,56371; 49,7168; -40,25183
5,578461; 2,983899; 5,201304; -40,63715; 46,77736; -39,50029
5,642318; 3,032491; 4,398546; -37,27615; 43,67959; -38,22036
5,414607; 2,919524; 3,399468; -33,54892; 40,00577; -36,73442
5,305982; 2,893693; 2,807926; -30,88606; 35,62732; -35,2855
5,364058; 2,961576; 2,241488; -29,9603; 31,22178; -34,13134
5,429072; 3,085094; 1,849778; -28,46279; 26,80709; -32,97667
5,509604; 3,203119; 1,416699; -26,63618; 22,60756; -31,48311
5,58808; 3,302622; 1,082323; -23,97714; 19,23321; -30,01625
5,647378; 3,400007; 0,8387282; -20,66955; 15,8169; -28,45783
5,682355; 3,489537; 0,6432374; -17,25515; 12,45972; -26,89941
5,710919; 3,570252; 0,4127406; -14,47212; 8,150702; -25,32383
5,715631; 3,639132; 0,3390279; -11,20078; 4,230811; -23,81691
5,689593; 3,704604; 0,202219; -7,96186; 0,8202204; -22,36722
5,653353; 3,751104; 0,0966965; -4,007635; -2,62852; -20,84504
5,593027; 3,790334; 0,1180476; 0,4215552; -6,460666; -19,25229
5,491471; 3,816623; 0,1534433; 4,602771; -9,453516; -17,59086
5,403286; 3,831159; 0,2292711; 8,381507; -12,32429; -15,96187
5,284639; 3,826517; 0,2967891; 12,47689; -14,88032; -14,10588
5,145984; 3,814139; 0,4145008; 16,74966; -17,54127; -12,16215
4,975534; 3,781393; 0,5680267; 21,09111; -20,16407; -10,23559
4,771293; 3,732514; 0,7653779; 25,87471; -23,45601; -8,124377
4,534888; 3,656047; 1,060193; 30,08301; -26,55225; -6,037203
4,320197; 3,569082; 1,213446; 33,29967; -28,51823; -4,379595
4,021304; 3,431124; 1,40203; 37,60653; -30,83418; -2,313403
3,604212; 3,203129; 1,641865; 41,74158; -33,55273; -0,1564141
3,069948; 2,831728; 1,731321; 44,52461; -35,32098; 1,78541
2,584435; 2,498638; 1,822906; 47,97145; -37,07014; 4,061045
2,158812; 2,268904; 2,035014; 51,94474; -39,67959; 6,61708
1,732356; 2,06907; 2,50085; 55,0406; -42,37678; 9,047221
1,319865; 1,865394; 2,796615; 57,77212; -42,9166; 11,23702
0,8883263; 1,666692; 3,123452; 60,16984; -43,63381; 13,49549
0,4448413; 1,452794; 3,442149; 61,44595; -45,38489; 15,6128
0,00197804; 1,227054; 3,658627; 63,75782; -47,51937; 18,02768
-0,4838353; 1,009178; 4,03845; 65,82172; -48,44641; 20,45973
-0,9573547; 0,7775067; 4,273417; 67,18748; -48,14884; 22,61328
-1,432234; 0,5335441; 4,422547; 68,32436; -48,15075; 24,64285
-1,868922; 0,2769524; 4,468166; 70,68773; -49,1312; 27,04057
-2,450772; 0,01655365; 4,810849; 71,88182; -50,63087; 29,3967
-2,889579; -0,2468453; 4,890907; 70,17017; -52,34659; 30,64445
-3,350324; -0,5081072; 5,028778; 68,8451; -52,45137; 31,6399
-3,805466; -0,7746272; 4,836638; 68,50175; -49,93616; 32,51888
