uaX; uaY; uaZ; gX; gY; gZ
-0,01142809; 0,02508962; 0,1382499; 0,007629958; -0,1258943; 0
-0,01268018; 0,01363164; 0,1435258; 0,009537447; -0,06866961; 0
-0,01129383; 0,03037906; 0,1404133; -0,04387225; -0,0343348; 0,0343348
0,0005307347; 0,04221487; 0,1356483; 0,06103965; -0,05150221; 0,1068194
-0,002130285; 0,04354227; 0,1423271; 0,02670485; 0,05150221; 0,1621366
-0,003290191; 0,04372168; 0,1358323; 0,04387225; -0,0343348; 0,0171674
-0,01038545; 0,02814275; 0,148411; -0,007629957; 0,0343348; 0
-0,006998532; 0,03260821; 0,1399825; 0,009537445; 0,06866961; 0,0343348
0,0003699064; 0,03563291; 0,1423759; -0,04196476; 0,05150221; 0
0,002698153; 0,03439599; 0,1316054; -0,02670485; 0,05150221; 0
-0,001517899; 0,03473026; 0,1447048; -0,07820705; 0,0171674; 0
-0,005762503; 0,02555031; 0,1422222; -0,02479736; -0,06866961; 0,0171674
-0,005456013; 0,03612952; 0,1405094; 0,03357181; 0; 0,01373392
-0,006186992; 0,04374868; 0,1321273; 0,06103965; 0,0343348; 0,0343348
-0,001857124; 0,04868424; 0,1340251; -0,007629957; 0,0171674; 0,05150221
-0,001960263; 0,02937597; 0,1364486; -0,02479736; 0; 0,0171674
-0,008506715; 0,02533042; 0,1382148; 0,07820705; -0,0171674; 0,05150221
-0,008309454; 0,03512859; 0,1387734; -0,02479736; 0,0171674; 0,0343348
-0,006265305; 0,0391497; 0,1352248; -0,009537445; 0,0343348; 0
-0,000799112; 0,05192125; 0,1353137; -0,02479736; 0,0171674; -0,0171674
0,001414068; 0,03500229; 0,1395328; -0,007629957; -0,0171674; 0
-0,01931487; 0,03434658; 0,1407495; 0,009537445; -0,01907489; 0
-0,009221651; 0,03857678; 0,1437511; 0,02670485; 0; 0,05150221
-0,001515456; 0,03775775; 0,1372101; 0,009537445; -0,0171674; 0
0,002460532; 0,0400399; 0,14082; -0,007629957; 0,0343348; 0,0343348
0,00546366; 0,03210449; 0,1372604; 0,04387225; 0,1373392; 0,0171674
-0,00889872; 0,03685266; 0,1360915; 0,01983789; 0,1098714; 0,01373392
-0,003539395; 0,03304186; 0,1400709; 0,07820705; 0,0171674; 0,0343348
-0,008015268; 0,02657789; 0,1433063; 0,06103965; -0,0343348; 0,0171674
-0,01087639; 0,03383803; 0,1337142; 0,009537445; 0; 0,0171674
